store_name,date,big_promotion,small_promotion,propose_promotion,sales_promotion,anniversary_promotion,first_day_anniversary_promotion,first_segment_anniversary,middle_segment_anniversary,last_segment_anniversary
南紡購物中心,10/31/2023,,,,,True,,,True,
南紡購物中心,11/01/2023,,,,,True,,,,True
南紡購物中心,11/02/2023,,,,,True,,,,True
南紡購物中心,11/03/2023,,,,,True,,,,True
南紡購物中心,11/04/2023,,,,,True,,,,True
南紡購物中心,11/05/2023,,,,,True,,,,True
台中大遠百,04/14/2022,True,,,,,,,,
台中大遠百,04/15/2022,True,,,,,,,,
台中大遠百,04/16/2022,True,,,,,,,,
台中大遠百,04/17/2022,True,,,,,,,,
台中大遠百,04/18/2022,True,,,,,,,,
台中大遠百,04/19/2022,True,,,,,,,,
台中大遠百,04/20/2022,True,,,,,,,,
台中大遠百,04/21/2022,True,,,,,,,,
台中大遠百,04/22/2022,True,,,,,,,,
台中大遠百,04/23/2022,True,,,,,,,,
台中大遠百,04/24/2022,True,,,,,,,,
台中大遠百,04/25/2022,True,,,,,,,,
台中大遠百,04/26/2022,True,,,,,,,,
台中大遠百,04/27/2022,True,,,,,,,,
台中大遠百,04/28/2022,True,,,,,,,,
台中大遠百,04/29/2022,True,,,,,,,,
台中大遠百,04/30/2022,True,,,,,,,,
台中大遠百,05/01/2022,True,,,,,,,,
台中大遠百,05/02/2022,True,,,,,,,,
台中大遠百,05/03/2022,True,,,,,,,,
台中大遠百,05/04/2022,True,,,,,,,,
台中大遠百,05/05/2022,True,,,,,,,,
台中大遠百,05/06/2022,True,,,,,,,,
台中大遠百,05/07/2022,True,,,,,,,,
台中大遠百,05/08/2022,True,,,,,,,,
台中大遠百,05/09/2022,True,,,,,,,,
台中大遠百,05/10/2022,True,,,,,,,,
台中大遠百,06/23/2022,,True,,,,,,,
台中大遠百,06/24/2022,,True,,,,,,,
台中大遠百,06/25/2022,,True,,,,,,,
台中大遠百,06/26/2022,,True,,,,,,,
台中大遠百,06/27/2022,,True,,,,,,,
台中大遠百,06/28/2022,,True,,,,,,,
台中大遠百,06/29/2022,,True,,,,,,,
台中大遠百,06/30/2022,,True,,,,,,,
台中大遠百,07/01/2022,,True,,,,,,,
台中大遠百,07/02/2022,,True,,,,,,,
台中大遠百,07/03/2022,,True,,,,,,,
台中大遠百,07/04/2022,,True,,,,,,,
台中大遠百,07/05/2022,,True,,,,,,,
台中大遠百,07/06/2022,,True,,,,,,,
台中大遠百,07/07/2022,,True,,,,,,,
台中大遠百,07/08/2022,,True,,,,,,,
台中大遠百,07/09/2022,,True,,,,,,,
台中大遠百,07/10/2022,,True,,,,,,,
台中大遠百,07/11/2022,,True,,,,,,,
台中大遠百,07/12/2022,,True,,,,,,,
台中大遠百,07/13/2022,,True,,,,,,,
台中大遠百,07/14/2022,,True,,,,,,,
台中大遠百,07/15/2022,,True,,,,,,,
台中大遠百,07/16/2022,,True,,,,,,,
台中大遠百,07/17/2022,,True,,,,,,,
台中大遠百,07/18/2022,,True,,,,,,,
台中大遠百,07/19/2022,,True,,,,,,,
台中大遠百,07/20/2022,,True,,,,,,,
台中大遠百,07/21/2022,,True,,,,,,,
台中大遠百,07/22/2022,,True,,,,,,,
台中大遠百,07/23/2022,,True,,,,,,,
台中大遠百,07/24/2022,,True,,,,,,,
台中大遠百,07/25/2022,,True,,,,,,,
台中大遠百,07/26/2022,,True,,,,,,,
台中大遠百,07/27/2022,,True,,,,,,,
台中大遠百,07/28/2022,,True,,,,,,,
台中大遠百,07/29/2022,,True,,,,,,,
台中大遠百,07/30/2022,,True,,,,,,,
台中大遠百,07/31/2022,,True,,,,,,,
台中大遠百,08/01/2022,,True,,,,,,,
台中大遠百,08/02/2022,,True,,,,,,,
台中大遠百,08/03/2022,,True,,,,,,,
台中大遠百,08/04/2022,,True,,,,,,,
台中大遠百,08/05/2022,,True,,,,,,,
台中大遠百,08/06/2022,,True,,,,,,,
台中大遠百,08/07/2022,,True,,,,,,,
台中大遠百,08/08/2022,,True,,,,,,,
台中大遠百,08/09/2022,,True,,,,,,,
台中大遠百,09/15/2022,,,,,True,True,True,,
台中大遠百,09/16/2022,,,,,True,,True,,
台中大遠百,09/17/2022,,,,,True,,True,,
台中大遠百,09/18/2022,,,,,True,,True,,
台中大遠百,09/19/2022,,,,,True,,True,,
台中大遠百,09/20/2022,,,,,True,,True,,
台中大遠百,09/21/2022,,,,,True,,True,,
台中大遠百,09/22/2022,,,,,True,,True,,
台中大遠百,09/23/2022,,,,,True,,True,,
台中大遠百,09/24/2022,,,,,True,,True,,
台中大遠百,09/25/2022,,,,,True,,,True,
台中大遠百,09/26/2022,,,,,True,,,True,
台中大遠百,09/27/2022,,,,,True,,,True,
台中大遠百,09/28/2022,,,,,True,,,True,
台中大遠百,09/29/2022,,,,,True,,,True,
台中大遠百,09/30/2022,,,,,True,,,True,
台中大遠百,10/01/2022,,,,,True,,,True,
台中大遠百,10/02/2022,,,,,True,,,True,
台中大遠百,10/03/2022,,,,,True,,,True,
台中大遠百,10/04/2022,,,,,True,,,,True
台中大遠百,10/05/2022,,,,,True,,,,True
台中大遠百,10/06/2022,,,,,True,,,,True
台中大遠百,10/07/2022,,,,,True,,,,True
台中大遠百,10/08/2022,,,,,True,,,,True
台中大遠百,10/09/2022,,,,,True,,,,True
台中大遠百,10/10/2022,,,,,True,,,,True
台中大遠百,10/11/2022,,,,,True,,,,True
台中大遠百,10/12/2022,,,,,True,True,True,,
台中大遠百,10/13/2022,,,,,True,,True,,
台中大遠百,10/14/2022,,,,,True,,True,,
台中大遠百,10/15/2022,,,,,True,,True,,
台中大遠百,10/16/2022,,,,,True,,True,,
台中大遠百,10/17/2022,,,,,True,,,True,
台中大遠百,10/18/2022,,,,,True,,,True,
台中大遠百,10/19/2022,,,,,True,,,True,
台中大遠百,10/20/2022,,,,,True,,,True,
台中大遠百,10/21/2022,,,,,True,,,,True
台中大遠百,10/22/2022,,,,,True,,,,True
台中大遠百,10/23/2022,,,,,True,,,,True
台中大遠百,10/24/2022,,True,,,,,,,
台中大遠百,10/25/2022,,True,,,,,,,
台中大遠百,10/26/2022,,True,,,,,,,
台中大遠百,10/27/2022,,True,,,,,,,
台中大遠百,10/28/2022,,True,,,,,,,
台中大遠百,10/29/2022,,True,,,,,,,
台中大遠百,10/30/2022,,True,,,,,,,
台中大遠百,10/31/2022,,True,,,,,,,
台中大遠百,11/01/2022,,True,,,,,,,
台中大遠百,11/02/2022,,True,,,,,,,
台中大遠百,11/03/2022,,True,,,,,,,
台中大遠百,11/04/2022,,True,,,,,,,
台中大遠百,11/05/2022,,True,,,,,,,
台中大遠百,11/06/2022,,True,,,,,,,
台中大遠百,12/02/2022,,True,,,,,,,
台中大遠百,12/03/2022,,True,,,,,,,
台中大遠百,12/04/2022,,True,,,,,,,
台中大遠百,12/05/2022,,True,,,,,,,
台中大遠百,12/06/2022,,True,,,,,,,
台中大遠百,12/07/2022,,True,,,,,,,
台中大遠百,12/08/2022,,True,,,,,,,
台中大遠百,12/09/2022,,True,,,,,,,
台中大遠百,12/10/2022,,True,,,,,,,
台中大遠百,12/11/2022,,True,,,,,,,
台中大遠百,12/12/2022,,True,,,,,,,
台中大遠百,12/13/2022,,True,,,,,,,
台中大遠百,12/14/2022,,True,,,,,,,
台中大遠百,12/15/2022,,True,,,,,,,
台中大遠百,12/16/2022,,True,,,,,,,
台中大遠百,12/17/2022,,True,,,,,,,
台中大遠百,12/18/2022,,True,,,,,,,
台中大遠百,12/19/2022,,True,,,,,,,
台中大遠百,12/20/2022,,True,,,,,,,
台中大遠百,12/21/2022,,True,,,,,,,
台中大遠百,12/22/2022,,True,,,,,,,
台中大遠百,12/23/2022,,True,,,,,,,
台中大遠百,12/24/2022,,True,,,,,,,
台中大遠百,12/25/2022,,True,,,,,,,
台中大遠百,12/26/2022,,True,,,,,,,
台中大遠百,03/16/2023,True,,,,,,,,
台中大遠百,03/17/2023,True,,,,,,,,
台中大遠百,03/18/2023,True,,,,,,,,
台中大遠百,03/19/2023,True,,,,,,,,
台中大遠百,03/20/2023,True,,,,,,,,
台中大遠百,03/21/2023,True,,,,,,,,
台中大遠百,03/22/2023,True,,,,,,,,
台中大遠百,03/23/2023,True,,,,,,,,
台中大遠百,03/24/2023,True,,,,,,,,
台中大遠百,03/25/2023,True,,,,,,,,
台中大遠百,03/26/2023,True,,,,,,,,
台中大遠百,03/27/2023,True,,,,,,,,
台中大遠百,03/28/2023,True,,,,,,,,
台中大遠百,03/29/2023,True,,,,,,,,
台中大遠百,03/30/2023,True,,,,,,,,
台中大遠百,03/31/2023,True,,,,,,,,
台中大遠百,04/01/2023,True,,,,,,,,
台中大遠百,04/02/2023,True,,,,,,,,
台中大遠百,04/03/2023,True,,,,,,,,
台中大遠百,04/04/2023,True,,,,,,,,
台中大遠百,04/05/2023,True,,,,,,,,
台中大遠百,04/06/2023,True,,,,,,,,
台中大遠百,04/07/2023,True,,,,,,,,
台中大遠百,04/08/2023,True,,,,,,,,
台中大遠百,04/09/2023,True,,,,,,,,
台中大遠百,04/10/2023,True,,,,,,,,
台中大遠百,04/11/2023,True,,,,,,,,
台中大遠百,04/12/2023,True,,,,,,,,
台中大遠百,04/13/2023,True,,,,,,,,
台中大遠百,04/14/2023,True,,,,,,,,
台中大遠百,04/15/2023,True,,,,,,,,
台中大遠百,04/16/2023,True,,,,,,,,
台中大遠百,04/17/2023,True,,,,,,,,
台中大遠百,04/18/2023,True,,,,,,,,
台中大遠百,04/19/2023,True,,,,,,,,
台中大遠百,04/20/2023,,,,True,,,,,
台中大遠百,04/21/2023,,,,True,,,,,
台中大遠百,04/22/2023,,,,True,,,,,
台中大遠百,04/23/2023,,,,True,,,,,
台中大遠百,04/24/2023,,,,True,,,,,
台中大遠百,04/25/2023,,,,True,,,,,
台中大遠百,04/26/2023,True,,,True,,,,,
台中大遠百,04/27/2023,True,,,True,,,,,
台中大遠百,04/28/2023,True,,,True,,,,,
台中大遠百,04/29/2023,True,,,True,,,,,
台中大遠百,04/30/2023,True,,,True,,,,,
台中大遠百,05/01/2023,True,,,True,,,,,
台中大遠百,05/02/2023,True,,,True,,,,,
台中大遠百,05/03/2023,True,,,True,,,,,
台中大遠百,05/04/2023,True,,,True,,,,,
台中大遠百,05/05/2023,True,,,True,,,,,
台中大遠百,05/06/2023,True,,,True,,,,,
台中大遠百,05/07/2023,True,,,True,,,,,
台中大遠百,05/08/2023,True,,,True,,,,,
台中大遠百,05/09/2023,True,,,True,,,,,
台中大遠百,05/10/2023,True,,,True,,,,,
台中大遠百,05/11/2023,True,,,True,,,,,
台中大遠百,05/12/2023,True,,,True,,,,,
台中大遠百,05/13/2023,True,,,True,,,,,
台中大遠百,05/14/2023,True,,,True,,,,,
台中大遠百,05/15/2023,True,,,True,,,,,
台中大遠百,05/16/2023,True,,,True,,,,,
台中大遠百,05/17/2023,,True,,,,,,,
台中大遠百,05/18/2023,,True,,,,,,,
台中大遠百,05/19/2023,,True,,,,,,,
台中大遠百,05/20/2023,,True,,,,,,,
台中大遠百,05/21/2023,,True,,,,,,,
台中大遠百,05/22/2023,,True,,,,,,,
台中大遠百,05/23/2023,,True,,,,,,,
台中大遠百,05/24/2023,,True,,,,,,,
台中大遠百,05/25/2023,,True,,,,,,,
台中大遠百,05/26/2023,,True,,,,,,,
台中大遠百,05/27/2023,,True,,,,,,,
台中大遠百,05/28/2023,,True,,,,,,,
台中大遠百,05/29/2023,,True,,,,,,,
台中大遠百,05/30/2023,,True,,,,,,,
台中大遠百,05/31/2023,,True,,,,,,,
台中大遠百,06/01/2023,,True,,,,,,,
台中大遠百,06/02/2023,,True,,,,,,,
台中大遠百,06/03/2023,,True,,,,,,,
台中大遠百,06/04/2023,,True,,,,,,,
台中大遠百,06/05/2023,,True,,,,,,,
台中大遠百,06/06/2023,,True,,,,,,,
台中大遠百,06/07/2023,,True,,,,,,,
台中大遠百,06/08/2023,,True,,,,,,,
台中大遠百,06/09/2023,,True,,,,,,,
台中大遠百,06/10/2023,,True,,,,,,,
台中大遠百,06/11/2023,,True,,,,,,,
台中大遠百,06/12/2023,,True,,,,,,,
台中大遠百,06/13/2023,,True,,,,,,,
台中大遠百,06/14/2023,,True,,,,,,,
台中大遠百,06/15/2023,,True,,,,,,,
台中大遠百,06/16/2023,,True,,,,,,,
台中大遠百,06/17/2023,,True,,,,,,,
台中大遠百,06/18/2023,,True,,,,,,,
台中大遠百,06/19/2023,,True,,,,,,,
台中大遠百,06/20/2023,,True,,,,,,,
台中大遠百,06/21/2023,,True,,,,,,,
台中大遠百,06/22/2023,,True,,,,,,,
台中大遠百,06/23/2023,,True,,,,,,,
台中大遠百,06/24/2023,,True,,,,,,,
台中大遠百,06/25/2023,,True,,,,,,,
台中大遠百,06/26/2023,,True,,,,,,,
台中大遠百,06/27/2023,,True,,,,,,,
台中大遠百,06/28/2023,,True,,,,,,,
台中大遠百,06/29/2023,,True,,,,,,,
台中大遠百,06/30/2023,,True,,,,,,,
台中大遠百,07/01/2023,,True,,,,,,,
台中大遠百,07/02/2023,,True,,,,,,,
台中大遠百,07/03/2023,,True,,,,,,,
台中大遠百,07/04/2023,,True,,,,,,,
台中大遠百,07/05/2023,,True,,,,,,,
台中大遠百,07/06/2023,,True,,,,,,,
台中大遠百,07/07/2023,,True,,,,,,,
台中大遠百,07/08/2023,,True,,,,,,,
台中大遠百,07/09/2023,,True,,,,,,,
台中大遠百,07/10/2023,,True,,,,,,,
台中大遠百,07/11/2023,,True,,,,,,,
台中大遠百,07/12/2023,,True,,,,,,,
台中大遠百,07/13/2023,,True,,,,,,,
台中大遠百,07/14/2023,,True,,,,,,,
台中大遠百,07/15/2023,,True,,,,,,,
台中大遠百,07/16/2023,,True,,,,,,,
台中大遠百,07/17/2023,,True,,,,,,,
台中大遠百,07/18/2023,,True,,,,,,,
台中大遠百,07/19/2023,,True,,,,,,,
台中大遠百,09/14/2023,,,,,True,True,True,,
台中大遠百,09/15/2023,,,,,True,,True,,
台中大遠百,09/16/2023,,,,,True,,True,,
台中大遠百,09/17/2023,,,,,True,,True,,
台中大遠百,09/18/2023,,,,,True,,True,,
台中大遠百,09/19/2023,,,,,True,,True,,
台中大遠百,09/20/2023,,,,,True,,True,,
台中大遠百,09/21/2023,,,,,True,,True,,
台中大遠百,09/22/2023,,,,,True,,True,,
台中大遠百,09/23/2023,,,,,True,,True,,
台中大遠百,09/24/2023,,,,,True,,,True,
台中大遠百,09/25/2023,,,,,True,,,True,
台中大遠百,09/26/2023,,,,,True,,,True,
台中大遠百,09/27/2023,,,,,True,,,True,
台中大遠百,09/28/2023,,,,,True,,,True,
台中大遠百,09/29/2023,,,,,True,,,True,
台中大遠百,09/30/2023,,,,,True,,,True,
台中大遠百,10/01/2023,,,,,True,,,True,
台中大遠百,10/02/2023,,,,,True,,,True,
台中大遠百,10/03/2023,,,,,True,,,,True
台中大遠百,10/04/2023,,,,,True,,,,True
台中大遠百,10/05/2023,,,,,True,,,,True
台中大遠百,10/06/2023,,,,,True,,,,True
台中大遠百,10/07/2023,,,,,True,,,,True
台中大遠百,10/08/2023,,,,,True,,,,True
台中大遠百,10/09/2023,,,,,True,,,,True
台中大遠百,10/10/2023,,,,,True,,,,True
台中大遠百,12/01/2023,,True,,,,,,,
台中大遠百,12/02/2023,,True,,,,,,,
台中大遠百,12/03/2023,,True,,,,,,,
台中大遠百,12/04/2023,,True,,,,,,,
台中大遠百,12/05/2023,,True,,,,,,,
台中大遠百,12/06/2023,,True,,,,,,,
台中大遠百,12/07/2023,,True,,,,,,,
台中大遠百,12/08/2023,,True,,,,,,,
台中大遠百,12/09/2023,,True,,,,,,,
台中大遠百,12/10/2023,,True,,,,,,,
台中大遠百,12/11/2023,,True,,,,,,,
台中大遠百,12/12/2023,,True,,,,,,,
台中大遠百,12/13/2023,,True,,,,,,,
台中大遠百,12/14/2023,,True,,,,,,,
台中大遠百,12/15/2023,,True,,,,,,,
台中大遠百,12/16/2023,,True,,,,,,,
台中大遠百,12/17/2023,,True,,,,,,,
台中大遠百,12/18/2023,,True,,,,,,,
台中大遠百,12/19/2023,,True,,,,,,,
台中大遠百,12/20/2023,,True,,,,,,,
台中大遠百,12/21/2023,,True,,,,,,,
台中大遠百,12/22/2023,,True,,,,,,,
台中大遠百,12/23/2023,,True,,,,,,,
台中大遠百,12/24/2023,,True,,,,,,,
台中大遠百,12/25/2023,,True,,,,,,,
台中新光,07/15/2022,,True,,,,,,,
台中新光,07/16/2022,,True,,,,,,,
台中新光,07/17/2022,,True,,,,,,,
台中新光,07/18/2022,,True,,,,,,,
台中新光,07/19/2022,,True,,,,,,,
台中新光,07/20/2022,,True,,,,,,,
台中新光,07/21/2022,,True,,,,,,,
台中新光,07/22/2022,,True,,,,,,,
台中新光,07/23/2022,,True,,,,,,,
台中新光,07/24/2022,,True,,,,,,,
台中新光,07/25/2022,,True,,,,,,,
台中新光,07/26/2022,,True,,,,,,,
台中新光,07/27/2022,,True,,,,,,,
台中新光,07/28/2022,,True,,,,,,,
台中新光,07/29/2022,,True,,,,,,,
台中新光,07/30/2022,,True,,,,,,,
台中新光,07/31/2022,,True,,,,,,,
台中新光,08/01/2022,,True,,,,,,,
台中新光,08/02/2022,,True,,,,,,,
台中新光,08/03/2022,,True,,,,,,,
台中新光,08/04/2022,,True,,,,,,,
台中新光,08/05/2022,,True,,,,,,,
台中新光,08/06/2022,,True,,,,,,,
台中新光,08/07/2022,,True,,,,,,,
台中新光,08/08/2022,,True,,,,,,,
台中新光,08/26/2022,,True,,,,,,,
台中新光,08/27/2022,,True,,,,,,,
台中新光,08/28/2022,,True,,,,,,,
台中新光,08/29/2022,,True,,,,,,,
台中新光,08/30/2022,,True,,,,,,,
台中新光,08/31/2022,,True,,,,,,,
台中新光,09/01/2022,,True,,,,,,,
台中新光,09/02/2022,,True,,,,,,,
台中新光,09/03/2022,,True,,,,,,,
台中新光,09/04/2022,,True,,,,,,,
台中新光,09/05/2022,,True,,,,,,,
台中新光,09/06/2022,,True,,,,,,,
台中新光,09/07/2022,,True,,,,,,,
台中新光,09/08/2022,,True,,,,,,,
台中新光,09/09/2022,,True,,,,,,,
台中新光,09/10/2022,,True,,,,,,,
台中新光,10/06/2022,,,,,True,True,True,,
台中新光,10/07/2022,,,,,True,,True,,
台中新光,10/08/2022,,,,,True,,True,,
台中新光,10/09/2022,,,,,True,,True,,
台中新光,10/10/2022,,,,,True,,True,,
台中新光,10/11/2022,,,,,True,,True,,
台中新光,10/12/2022,,,,,True,,True,,
台中新光,10/13/2022,,,,,True,,True,,
台中新光,10/14/2022,,,,,True,,True,,
台中新光,10/15/2022,,,,,True,,,True,
台中新光,10/16/2022,,,,,True,,,True,
台中新光,10/17/2022,,,,,True,,,True,
台中新光,10/18/2022,,,,,True,,,True,
台中新光,10/19/2022,,,,,True,,,True,
台中新光,10/20/2022,,,,,True,,,True,
台中新光,10/21/2022,,,,,True,,,True,
台中新光,10/22/2022,,,,,True,,,True,
台中新光,10/23/2022,,,,,True,,,,True
台中新光,10/24/2022,,,,,True,,,,True
台中新光,10/25/2022,,,,,True,,,,True
台中新光,10/26/2022,,,,,True,,,,True
台中新光,10/27/2022,,,,,True,,,,True
台中新光,10/28/2022,,,,,True,,,,True
台中新光,10/29/2022,,,,,True,,,,True
台中新光,10/30/2022,,,,,True,,,,True
台中新光,01/05/2023,True,,,,,,,,
台中新光,01/06/2023,True,,,,,,,,
台中新光,01/07/2023,True,,,,,,,,
台中新光,01/08/2023,True,,,,,,,,
台中新光,01/09/2023,True,,,,,,,,
台中新光,01/10/2023,True,,,,,,,,
台中新光,01/11/2023,True,,,,,,,,
台中新光,01/12/2023,True,,,,,,,,
台中新光,01/13/2023,True,,,,,,,,
台中新光,01/14/2023,True,,,,,,,,
台中新光,01/15/2023,True,,,,,,,,
台中新光,01/16/2023,True,,,,,,,,
台中新光,01/17/2023,True,,,,,,,,
台中新光,01/18/2023,True,,,,,,,,
台中新光,01/19/2023,True,,,,,,,,
台中新光,01/20/2023,True,,,,,,,,
台中新光,01/21/2023,True,,,,,,,,
台中新光,01/22/2023,True,,,,,,,,
台中新光,01/23/2023,True,,,,,,,,
台中新光,01/24/2023,True,,,,,,,,
台中新光,01/25/2023,True,,,,,,,,
台中新光,01/26/2023,True,,,,,,,,
台中新光,01/27/2023,True,,,,,,,,
台中新光,01/28/2023,True,,,,,,,,
台中新光,01/29/2023,True,,,,,,,,
台中新光,01/30/2023,True,,,,,,,,
台中新光,01/31/2023,True,,,,,,,,
台中新光,02/01/2023,True,,,,,,,,
台中新光,02/02/2023,True,,,,,,,,
台中新光,02/03/2023,True,,,,,,,,
台中新光,02/04/2023,True,,,,,,,,
台中新光,02/05/2023,True,,,,,,,,
台中新光,03/30/2023,True,,,,,,,,
台中新光,03/31/2023,True,,,,,,,,
台中新光,04/01/2023,True,,True,,,,,,
台中新光,04/02/2023,True,,True,,,,,,
台中新光,04/03/2023,True,,True,,,,,,
台中新光,04/04/2023,True,,True,,,,,,
台中新光,04/05/2023,True,,True,,,,,,
台中新光,04/06/2023,True,,True,,,,,,
台中新光,04/07/2023,True,,True,,,,,,
台中新光,04/08/2023,True,,True,,,,,,
台中新光,04/09/2023,True,,True,,,,,,
台中新光,04/10/2023,True,,True,,,,,,
台中新光,04/11/2023,True,,True,,,,,,
台中新光,04/12/2023,True,,True,,,,,,
台中新光,04/13/2023,True,,True,,,,,,
台中新光,04/14/2023,True,,True,,,,,,
台中新光,04/15/2023,True,,True,,,,,,
台中新光,04/16/2023,True,,True,,,,,,
台中新光,04/17/2023,True,,True,,,,,,
台中新光,04/18/2023,True,,True,,,,,,
台中新光,04/19/2023,True,,True,,,,,,
台中新光,04/20/2023,True,,True,True,,,,,
台中新光,04/21/2023,True,,True,True,,,,,
台中新光,04/22/2023,True,,True,True,,,,,
台中新光,04/23/2023,True,,True,True,,,,,
台中新光,04/24/2023,True,,True,True,,,,,
台中新光,04/25/2023,True,,True,True,,,,,
台中新光,04/26/2023,True,,True,True,,,,,
台中新光,04/27/2023,True,,True,True,,,,,
台中新光,04/28/2023,True,,True,True,,,,,
台中新光,04/29/2023,True,,True,True,,,,,
台中新光,04/30/2023,True,,True,True,,,,,
台中新光,05/01/2023,True,,True,True,,,,,
台中新光,05/02/2023,True,,True,True,,,,,
台中新光,05/03/2023,True,,True,True,,,,,
台中新光,05/04/2023,True,,True,True,,,,,
台中新光,05/05/2023,True,,True,True,,,,,
台中新光,05/06/2023,True,,True,True,,,,,
台中新光,05/07/2023,True,,True,True,,,,,
台中新光,05/08/2023,True,,True,True,,,,,
台中新光,05/09/2023,True,,True,True,,,,,
台中新光,05/10/2023,True,,True,True,,,,,
台中新光,05/11/2023,True,,True,True,,,,,
台中新光,05/12/2023,True,,True,True,,,,,
台中新光,05/13/2023,True,,True,True,,,,,
台中新光,05/14/2023,True,,True,True,,,,,
台中新光,05/15/2023,,,True,True,,,,,
台中新光,05/16/2023,,,True,True,,,,,
台中新光,05/17/2023,,,True,,,,,,
台中新光,05/18/2023,,,True,,,,,,
台中新光,05/19/2023,,,True,,,,,,
台中新光,05/20/2023,,,True,,,,,,
台中新光,05/21/2023,,,True,,,,,,
台中新光,05/22/2023,,,True,,,,,,
台中新光,05/23/2023,,,True,,,,,,
台中新光,05/24/2023,,,True,,,,,,
台中新光,05/25/2023,,,True,,,,,,
台中新光,05/26/2023,,,True,,,,,,
台中新光,05/27/2023,,,True,,,,,,
台中新光,05/28/2023,,,True,,,,,,
台中新光,05/29/2023,,,True,,,,,,
台中新光,05/30/2023,,,True,,,,,,
台中新光,05/31/2023,,,True,,,,,,
台中新光,06/08/2023,,True,,,,,,,
台中新光,06/09/2023,,True,,,,,,,
台中新光,06/10/2023,,True,,,,,,,
台中新光,06/11/2023,,True,,,,,,,
台中新光,06/12/2023,,True,,,,,,,
台中新光,06/13/2023,,True,,,,,,,
台中新光,06/14/2023,,True,,,,,,,
台中新光,06/15/2023,,True,,,,,,,
台中新光,06/16/2023,,True,,,,,,,
台中新光,06/17/2023,,True,,,,,,,
台中新光,06/18/2023,,True,,,,,,,
台中新光,06/19/2023,,True,,,,,,,
台中新光,06/20/2023,,True,,,,,,,
台中新光,06/21/2023,,True,,,,,,,
台中新光,06/22/2023,,True,,,,,,,
台中新光,07/13/2023,,True,,,,,,,
台中新光,07/14/2023,,True,,,,,,,
台中新光,07/15/2023,,True,,,,,,,
台中新光,07/16/2023,,True,,,,,,,
台中新光,07/17/2023,,True,,,,,,,
台中新光,07/18/2023,,True,,,,,,,
台中新光,07/19/2023,,True,,,,,,,
台中新光,07/20/2023,,True,,,,,,,
台中新光,07/21/2023,,True,,,,,,,
台中新光,07/22/2023,,True,,,,,,,
台中新光,07/23/2023,,True,,,,,,,
台中新光,07/24/2023,,True,,,,,,,
台中新光,07/25/2023,,True,,,,,,,
台中新光,07/26/2023,,True,,,,,,,
台中新光,07/27/2023,,True,,,,,,,
台中新光,07/28/2023,,True,,,,,,,
台中新光,07/29/2023,,True,,,,,,,
台中新光,07/30/2023,,True,,,,,,,
台中新光,07/31/2023,,True,,,,,,,
台中新光,08/01/2023,,True,,,,,,,
台中新光,08/02/2023,,True,,,,,,,
台中新光,08/03/2023,,True,,,,,,,
台中新光,08/04/2023,,True,,,,,,,
台中新光,08/05/2023,,True,,,,,,,
台中新光,08/06/2023,,True,,,,,,,
台中新光,08/07/2023,,True,,,,,,,
台中新光,08/08/2023,,True,,,,,,,
台中新光,09/27/2023,,,,,True,True,True,,
台中新光,09/28/2023,,,,,True,,True,,
